Sample P15 P19 P26 P28 P6 P5 P9 P22 P21 P23 P4 P14 P3 P18 P16 P20 P17 P24 P11 P27 P8 P10 P7 P2 P13 P12 P25 QC1 QC2 QC3 QC4 QC5 QC6 QC7 blank
CalcMWRT A2 IBE2 IBE1 ENT ENT ENT A1 IBE1 IBE2 IBE1 ENT A2 ENT IBE2 A2 IBE2 IBE2 IBE1 A1 ENT A1 A1 A1 ENT A2 A2 IBE1 QC QC QC QC QC QC QC blank
151.06336/1.087 2630266.85539978 892026.812431579 2349998.32571783 3234340.44819701 2358736.09822754 3174677.17846465 1950481.65951329 1820576.88900264 2795998.13591036 1444956.80523407 1688342.17051887 1537665.52957225 1537842.71707399 1005061.26326495 2820895.20798359 1697073.04817845 2271588.82881072 3383387.35631915 2935513.52145668 2514547.9996237 2784754.89808058 1775871.23222833 1453128.98332198 3061602.52131271 3605793.83905094 1964688.27725237 1631808.61185919 2425132.08598271 2267346.19292932 2362709.64303856 2524733.71101632 2320668.69782494 2219937.0905319 2494343.93781674 385177.778726453
402.08055/3.646 2443739.9261816 28912.5869027238 24810.3668399535 18135.7671039318 13609.3163933523 19558.3342231257 1648409.62553031 15183.3578394905 32721.0088292896 12131.387759203 23739.5266596823 2966358.48589985 16102.3421672576 18897.3800779421 1069915.34337332 50977.0764358438 26286.9637977093 13320.0321002852 439552.942747708 7934.50185609601 2611567.21694386 1011955.35579665 3597849.78309982 11471.5462406644 997856.675229328 2073310.92632397 59566.7189198707 444251.887877891 452967.596053111 452495.79076466 463990.337297654 472796.181828713 443722.81401537 443726.266520892 4164.67094459114
306.16557/10.697 2205860.11833742 2408900.79113611 2271703.20481939 1803417.18454763 2907744.26261951 2634427.18702894 2901697.55050893 2558515.91671197 2075515.93477233 3480342.88529667 3548322.59320487 3403793.7222235 2870571.91796436 3020862.67633495 2622447.37120901 888506.335581146 2395626.2747894 3056805.28420177 2458366.26275521 2232995.64176459 2421053.64964639 2164991.75149915 2299934.21628845 34482.4988636511 2133962.40538561 2048803.46947187 2097390.8783119 2158903.19524223 2257897.24602924 2215668.03815415 2085527.38841574 2237890.71471026 2126054.01116461 2273754.54944162 153463.715283971
527.30143/13.071 404434.813397283 862957.501230328 600961.8565926 1113892.05235865 1018790.12299426 893574.216639388 302000.160300482 565188.535718333 420601.320980723 170465.887917131 937290.299683164 343674.754257097 1519891.82936912 283001.858583402 394271.068355158 979745.183067985 374042.439070101 280538.322077917 252727.522600316 1071999.90272471 358388.909051825 464126.723685255 364209.775620379 1546483.56669715 293326.580819861 452979.525506967 207862.245135989 563246.318488901 600470.739218905 671925.16377165 652305.147179023 596520.780942822 554125.625545667 642186.18634393 7534.10218054749
306.07187/1.345 372737.021490337 137287.912819075 218582.846450741 128144.034159204 421723.116276925 96377.8940563729 265590.592266728 167277.203409589 190490.736943468 211808.775081697 205181.699280358 141035.304884231 925460.079053722 193304.431985841 149802.488548544 162542.251981597 393711.153688839 306180.32647094 698274.885913079 483263.869574641 338689.7639995 529738.95138883 84131.8255154737 714325.960272479 675634.896678241 391012.048000948 239638.790022678 481166.269668494 483673.690914176 459733.543388838 668606.449648517 579331.498212127 525404.241160295 389186.001918835 4417.62865370322
194.06921/2.967 3437482.44166026 66877.7139820072 125820.037498947 65762.5035066256 103182.272732551 27663.8830342439 1595034.53919879 188800.208399902 93899.8269240048 87168.5725651119 49337.7354539841 2503145.91498498 72504.7020593451 71793.9845650942 2018307.9491686 97579.5033834712 95310.6575619171 180766.411645445 2422750.19365117 62495.1943035557 2936584.21141315 2093067.63335967 2738816.09083416 126529.594866196 1535088.88217369 2302158.03594826 194680.563696488 762967.978621065 731974.871830504 782157.469647224 745889.332198373 766478.839847013 744799.285570078 758403.587238253 5344.55653983325
324.16875/3.57 1144797.55506523 42590.0201190389 51926.7242275911 17732.5121810965 51518.2900525496 16039.9944363086 1987560.24222442 86536.6850719912 51711.7261739844 234118.535547116 8556.66527663375 3353427.83105824 52399.4323703031 37256.856845698 1840383.56850348 52464.7175311055 110990.881882387 205843.247904341 2400706.29113849 70618.2317253305 1103771.31708373 2434698.7485545 544879.007246865 20815.6031562018 1707080.58951804 232337.944330996 75270.2014960258 701799.849891555 736935.129228985 781205.580200547 736297.357310764 729453.486143604 747760.101333522 715767.973830855 5133.62536616024
193.07407/5.118 3466810.90218657 35606.2683486705 131287.658682741 36644.7771762581 17641.6440082773 47932.9578870737 1932510.27724024 160005.838504106 30782.121574743 414187.313900243 24439.773768375 3074148.16620893 80729.2862107596 97077.608544179 1754095.51470557 92477.3885877383 86184.0410177443 375686.879682448 1169628.03829118 95279.492008597 2399893.87757317 1848298.41334616 3192048.34857953 38633.8340833304 1699361.49246028 2261831.79169397 373767.52876077 1111097.70163128 1122732.56195914 973252.21008465 1020505.68732862 996067.703671302 1205061.96684285 1015900.27836354 7390.52380157234
255.18354/11.417 1960413.37287233 2486878.0897656 2085785.50498952 1799483.76339026 2553340.32208019 2708360.05879686 2835918.19431417 2146385.78643641 1570627.4464691 2713557.90318637 3305608.44366394 2827519.41303821 2689317.01073947 2493215.80736101 2228809.85771515 451087.69208934 1788448.6370039 2526966.78084564 1947941.29265631 1961717.50438295 2200314.16607023 1856898.17398719 1884972.71437503 19852.139203188 1695971.51788976 1800366.63124858 1587564.40609459 1961810.06181153 1815227.32750079 1907066.76201689 2008848.81965516 1917052.73937102 1857328.12407436 1918141.29834181 14646.0553178058
297.10362/3.806 1727606.00365908 1519839.14154675 1650389.92242102 1305024.60050868 1486762.47904729 1843044.80025276 2443327.60945924 1201788.08384028 1191955.75038921 2861744.83631947 1723403.19329095 3330536.49442025 2096721.04608559 1699159.78576582 2165797.70946158 494294.522772351 1337992.00155527 1903011.4850208 1804499.94362402 1007234.7327243 1847927.27793017 1837431.15690359 1613414.73182013 21299.4617443649 1430978.19959464 1673743.22410478 1173263.15305316 1450397.9767324 1395469.30862398 1534651.85556272 1534295.64859474 1438732.09453583 1441936.00542426 1458827.4708128 18211.3039954419
598.27944/14.246 2823907.03926353 138058.946727 29473.7420099921 35353.0406479065 106551.409010219 30491.4885462042 808896.809964594 29358.9604630241 30469.7666807334 197224.718666575 177060.415649237 1126530.96681145 59522.9240460873 30021.835787027 645660.223496112 37187.3241311701 55641.4285308909 71153.4284965747 458993.771968708 37508.346527999 448363.747547596 590374.778169411 789310.515073275 35903.2659505922 820655.274576266 1535819.7460188 39961.1288155874 417360.114632442 399371.136938648 341868.585605042 378584.245447891 397178.892179232 380425.175623697 417465.69798287 8174.62153597491
130.04189/1.695 1340316.09819526 2007494.09260037 2780380.53827973 1875506.81470827 1356142.12977118 1882893.9426329 1325543.58372462 2744052.94079918 2465319.10373938 2366230.31511138 1762376.36935438 1534415.35867766 2006271.61410167 2629702.33471722 1627510.37376302 2403562.22624309 2445316.02185056 2525892.41418694 1541476.81798363 1663026.39643699 1561082.68260956 1481745.34243249 1443425.49745143 1990653.83579009 1370890.53935133 1360316.19067849 2567424.70657927 2037000.38716818 1944768.6495536 2101121.83924014 2063961.1128875 1981072.19953341 2015129.69741737 2027652.89190321 5141.767847348
193.07736/2.676 2259440.89393126 285198.202326891 537147.217121525 229253.387687668 376980.687516893 220615.487909839 1373632.11867623 1054002.27482955 393877.492840788 3014987.41010767 350727.547989386 549038.38791074 413818.033716404 280846.79523496 901074.509041153 512547.003964885 1076368.36967167 805500.111858127 559696.95334192 374625.882176385 679789.670355688 1000693.57071351 843371.997462872 492996.42808541 1967301.27277448 802870.63383082 2086325.34131119 871104.691631147 902882.149581463 907282.063089037 937977.690758256 899300.961230195 875719.503356717 900686.118243526 5946.2385530515
191.05834/1.713 2358096.47518951 849255.609719914 1715780.81297015 661197.994840688 576662.609875197 698444.963723307 2551237.11087171 1780825.82041775 1071443.90249986 1424704.69668903 731202.857039404 2018878.93806935 949498.829146482 1211643.0058221 2203299.73609932 1219710.88708512 1259766.55984875 1354322.18238755 2179853.07909566 453226.704086203 2487740.49804867 2442168.40524759 2944033.00598375 866137.953015527 2199325.74971579 2493483.07408714 1205202.69169679 1587309.53737452 1624999.49865155 1650779.58675352 1598329.08279975 1592963.15762943 1548613.02574439 1686353.04846112 5144.56671891465
246.05055/1.355 329165.026678229 771394.227877624 1955294.3068575 327128.421175871 197231.735981712 309874.941316008 424334.750579723 1853303.22013538 1963402.82040615 1831651.47636452 547797.292973501 632996.758095111 517970.807407989 2318492.85620329 681051.444194623 2282073.57841381 2988898.66364276 2102345.50147878 290368.449394351 272123.259187923 587730.406533982 349242.034620858 971625.055578361 329348.826766831 509621.344081706 800229.955394218 2450836.78435651 1022917.14708946 1065667.65780335 1005484.31137988 1071824.15598798 975728.736997253 954061.995719418 1144065.37722358 3765.87511922228
183.12599/1.455 610585.072786367 1017461.44106311 1562305.58730065 1677690.58927417 1268214.83832407 1715600.13672821 901294.464944589 1104816.41441516 1947784.31245226 846326.664978926 1309198.79023168 775302.5806703 1168889.35176384 1154997.08745982 997025.259939127 1435572.13386239 1161545.45417644 363424.901405349 1091701.24643685 2951342.86881982 447838.213441297 880050.226466365 636250.428327504 2441258.06314663 1202265.23041374 941686.913206706 1458422.60877244 1109623.60050248 1172225.69288361 1136856.9697264 1112844.56581901 989196.059736639 1158376.11984634 1194439.10202958 19399.8811469487
75.032/4.186 2899792.23143727 733249.489762679 420902.371462851 172428.221704494 190582.62717783 167366.006566881 2230333.58785956 528104.271648186 118401.076483384 992019.514582525 177685.851552806 2583097.67906647 182092.616614539 210610.291998246 2504791.135989 332778.373888034 107783.653397405 769225.170433869 2054898.02976323 79575.521449267 2414495.80931485 2130265.18852029 2864256.90176398 610827.470948239 2728430.8637307 2770049.18954988 870097.955572335 1120779.81995335 1099409.46187742 1109695.3943825 1158083.47357334 1098044.99903691 1107404.54585204 1119414.32272562 6450.50623424307
241.16788/7.279 2048081.63145604 1115317.36569075 1666889.1201929 1448013.96718194 1696549.75050191 1475805.60439989 748831.655437184 1312072.67903714 2801489.7381853 1062436.18509724 822948.38111552 893235.288221541 1991278.642087 1118259.75867877 1593005.42355088 896602.104315872 1506637.51789787 1093585.60418079 1388616.8079699 2940149.4380413 1556068.53268723 1659216.83648467 797579.370191662 2540586.1339557 1413011.68789143 1359740.67222392 982172.972187715 1411520.55796311 1523340.73808283 1388301.9654412 1428546.83420724 1401046.05695573 1487728.99042274 1441450.52097522 209577.046932428
214.0805/0.909 2777847.11793185 1781740.95502027 1312783.43060212 1419455.88731281 1372062.47109364 1595002.16216771 2711065.401442 1770089.34476457 1222869.2656903 1350275.95726695 1678536.7459622 2737514.68975688 1498465.35877098 1132317.70577753 2578580.4594522 1104618.32361793 765826.24038051 1751057.86563374 2388815.30603576 1252720.12534837 2570392.83768316 2295683.81638204 2865797.86704005 1898659.68030846 2146756.24509593 1828124.47038905 1546980.67922128 1780407.88742674 1849742.98286243 1804101.4385566 1769983.96176724 1867580.75654406 1822180.0651544 1776539.26930107 2454.52192396462
427.19726/4.168 651208.393338855 955374.530668498 522421.842734605 630850.842283328 310670.055442035 557468.456227899 485507.106519935 621714.349679947 560816.881188553 203322.178610812 608291.185603537 365361.05982552 287013.314934839 762902.316581642 416637.761114312 744027.945781229 246426.145497948 534226.438711642 499872.620425595 1009569.31671232 719616.364041628 428075.690211191 918591.263939289 2773507.41573814 574687.262255205 1489355.48609025 559687.876750773 668640.227016665 685802.560849127 678014.899449253 688502.400684745 652013.471608452 691848.446994978 675278.958213293 5057.84396588365
104.0626/10.202 455144.630925731 891554.370137391 480162.345658642 2566143.78793051 393625.803528603 941380.807063757 797704.779275495 729531.08666612 887300.952327542 798130.762456931 515711.589954082 670393.236899692 764529.338174988 1037739.11179579 884314.721073371 455325.224039382 840751.307641577 1130007.37387743 533645.216865947 2659596.89106131 521845.977633823 927742.461910827 646024.763667102 823038.642985045 608407.414021122 713436.214771794 440183.356942441 1054872.20471493 1100524.05764494 1121248.87697242 1110347.97453746 1062186.93140923 1075657.34927182 1107696.90013743 12734.7084820129
132.07858/1.486 1346211.84646691 894614.063263568 1322717.99379015 1415042.14825277 1624486.00458934 1412517.93649096 1008346.84011892 1408646.44375572 2621329.9162834 875342.039009034 1047515.36919596 729123.118373806 1754910.11715522 1251221.24567231 1013977.12101992 1187934.0575901 1102694.22375618 783747.001183924 1270028.85814774 2036746.9458286 994441.65524435 1211175.26575951 712812.04358155 2232471.47644991 1019630.09278248 1095241.37635108 1260795.03927049 1143317.26220269 1202592.68916511 1225604.04255778 1183522.57994543 1227781.36247841 1162727.42846412 1181538.26213253 156047.144807911
313.1738/2.984 1042206.97874718 727671.299338141 1518975.5004381 930419.959069142 1237131.78896736 873260.081870851 1102291.65398195 1492137.09580318 2102413.47576997 604144.015128298 1036284.55938091 1009670.61384124 1210058.18611606 858170.536208548 1090445.10466653 970341.291323235 862575.74096038 718881.955208794 1533162.67700623 1481317.19992468 712618.988690732 1040251.14580496 653793.223997097 2555385.56953175 901237.389619644 980172.203277226 759115.240869905 1124365.64695438 1154561.37328248 1154070.89573215 1102771.74051779 1161821.39605419 1118576.45090992 1154513.43347222 26551.8516465509
279.04136/1.99 2167395.81008337 100716.706692316 35099.0422296999 92614.8503257579 59222.9971538687 77972.3004363262 1802440.71760015 41798.4113419555 60873.7416140692 47341.7033957835 101453.029701031 1986999.7554003 107429.619130416 65769.0096656149 1449790.56179329 83288.7521100556 45156.3142977601 51088.0470256863 1574733.57016322 64231.2694761437 2201860.50174269 1090635.10391706 1665480.08980369 76624.8879251383 1250963.56846949 2569738.63785655 42248.8942072067 724450.307404653 723115.510135833 713527.961641121 660955.866986539 723196.731056844 726463.328225301 716740.02407827 6687.30876942129
128.09495/3.27 1313600.51775532 1279791.26396988 1728190.75886968 2186318.15806102 1353990.42260839 2180922.5778181 1541783.20174067 1314455.23609878 1605410.61210062 1535658.11980305 1189042.41010805 1547515.54522967 1299651.98632726 1464622.99039187 1544566.21754173 1506403.31119727 1361064.20597518 1387879.75031902 1402033.806852 1716711.48147994 1225986.77820036 1597863.26903687 1302575.51310412 2375584.40962732 1480321.9930926 1439586.60221767 1146359.7750547 1196911.11311715 1557067.64344742 1530699.81727561 1370738.24089481 1516490.25552743 1371091.34377024 1393831.93903567 407010.59515264
122.03675/1.343 825096.071581265 1674345.13824801 2648078.55612849 585559.435864288 1273692.54953351 1130758.67955033 678955.463516925 2253233.1310447 1682317.44192068 2065399.91240861 1056540.63282611 777373.027221532 515821.425144726 2111099.93288288 730006.953376451 1905176.10442892 1571843.95334923 2161413.26732691 464793.683053253 463952.459194851 583034.00631334 670974.227527698 596716.374243822 562729.506855994 373138.336980861 479801.112376202 2003686.57548802 1403731.72102744 1231824.52545761 1404895.01507403 1535695.66861947 1274121.74631444 1430121.8861205 1283659.60730467 5738.5411885264
417.21539/10.202 307730.556226129 741976.716191451 357529.201858721 2520713.86762239 314555.001202536 818642.148992482 901219.528623858 698309.529763569 769027.591625243 531449.860417469 405120.160349659 521570.984315834 616120.651624825 903969.281093161 711312.618629139 303904.207031378 649884.165270031 939706.728014425 334581.94374321 2512484.68395271 381943.019988495 909468.465594042 480907.02840077 609333.623261355 471925.344729398 573049.085496067 262304.981804046 1000956.96565345 890371.844376671 907656.192310671 992352.612731988 914589.852679865 897569.506567887 990541.857701048 7958.77299094129
191.04306/0.916 62941.3060316519 61875.4735916887 82836.5256718377 97112.8718280288 83297.8112115347 102406.517725172 82954.297306647 38028.7544559976 121156.535300484 57295.3796448213 90623.2708056917 53219.803630812 119224.27567803 46053.006461014 60860.1738078261 87178.1348895204 73878.5505436783 88282.0913576905 124558.051119081 130887.218143281 66417.5409200829 85241.6094331854 33546.8202433928 154832.435231548 106002.408932502 71558.6984317221 75063.2182490285 201972.168636934 196114.463459652 218887.508852616 190960.859543449 165278.746932584 199570.74546348 206072.748292698 2572.42683100413
139.06331/1.877 2059773.06623098 607968.568778496 926041.430784775 598746.699766538 306073.230518431 298776.585090636 2208078.65550428 1183030.90615011 427872.457636839 751876.473175329 344459.089171853 2556599.12418297 620396.710650872 695275.536515501 1482984.29430562 506983.922074175 687823.914983773 543211.047301674 1981137.67063502 614814.49640533 1622956.55101725 1436776.04551657 1491753.21946777 598005.81821238 1407048.8794317 1754688.11049796 831122.719318454 1154019.14583779 1275134.37832682 1101292.73140939 1150359.69424824 1224883.02983945 1132501.64515164 1225377.3056875 9986.47819381543
239.1158/2.738 557264.297641302 14474.7794613155 9901.77452357472 10886.4261116213 11370.5503079861 6531.48514067129 1153764.90801353 17822.376237857 20914.0868726492 46000.5484666078 31465.2419278332 2457729.84677513 7696.10475417844 26337.9645470951 762695.614590067 12895.7363075527 7123.338234501 35324.0735490517 938936.504437367 18920.2099864256 557259.302002067 1112778.0055773 644183.26505894 13960.3858907483 857660.329563428 144772.036009054 34250.1970991639 398440.020964005 404668.838891948 408648.99451603 408498.568958405 398123.731092294 436595.486923327 372994.642787491 12727.3139859035
491.1794/5.907 1921460.50735831 302762.657514401 223733.195628379 148994.546363692 195554.377501497 142000.652342913 871301.924513303 118001.09401611 231269.265472005 211517.443702919 198335.557679851 2335278.80718418 137393.796732925 202448.642187611 1399355.6041028 250383.963381137 156728.276414098 293807.248606666 840798.672644016 207376.167509956 1393364.27185657 1079419.98587387 1136513.2827614 274438.996386482 912050.393194128 1716175.97776054 207635.852267012 636693.744927383 674435.42205673 631574.181958425 648082.07174626 507132.241910641 683001.648172984 691143.900762641 6005.0513582572
505.3173/11.858 1085336.02584919 1536111.09338292 1214125.38436149 1648027.62628968 1268006.95745953 1905828.37059498 1098266.81314306 1369864.7756902 1035573.52707007 780238.33965083 2057531.58508194 1295642.74858235 2339709.68847389 1780782.42576147 1443253.76849282 1121186.39726624 1641055.05239475 1330452.56064165 867412.973238795 1359977.24399469 1630229.1425871 1126015.84762983 1474178.1648303 1863365.28325906 1016841.24428935 1858876.8892573 1036215.36997323 1478929.22777549 1620041.36934778 1576181.41723528 1362676.30950169 1716757.51229319 1524143.86149558 1503298.0760143 12651.8420861899
207.05645/1.365 2308460.18309438 94436.8441956793 113744.550665519 81333.655141083 65625.1799457129 70995.0633723261 1639632.85028897 115578.790785154 102579.548198816 240212.619365685 63561.6956921074 1422443.23494225 72990.8204621585 76765.5590121711 2029436.03840928 68721.8105023236 59250.0212656808 290100.251776031 1449218.04884707 94739.5868547239 1868292.70252252 1512947.41222467 1947166.09711235 108290.060765153 1201124.09327455 1601472.31893889 117739.86082391 669721.912094064 657864.122594803 687906.213767214 675208.54434498 675773.793273243 757453.716208057 581636.336599243 3246.00946959655
465.32214/15.137 1801677.36320071 1957351.50226474 2195742.67289459 1711479.14925498 1099541.34228193 1796911.84666409 1386030.35951377 2301923.18646975 945257.485277046 1692143.71018735 1385806.56350768 1644511.02257092 2300832.54110272 1635069.51378579 1820945.08202631 1427079.9283918 1922029.07879841 2137633.67987155 1609524.35501969 817264.89611543 1905608.25343494 1639168.61620184 1891816.29816901 1509150.84224465 1581344.83905994 1929018.68958747 1533426.31827246 1909162.45935252 1902199.90370834 1591331.11958127 1896233.19424268 1799067.96017957 1832927.58476547 1871703.13076616 14209.530466193
131.07351/2.463 324001.505262911 1203291.66957054 2179013.09140605 833694.859808218 793967.285796649 847012.558018315 478761.699242438 1929688.93092618 1645240.87394923 1893621.34895217 936882.141700233 445963.197809626 934642.583880944 2068537.56288167 369001.780059572 1647300.33566571 1359855.12670267 2084717.94066716 265627.563168115 437893.210439455 519350.375525012 530389.917178223 582531.164231103 974800.342498555 278291.050552018 366971.701135145 1862024.59549333 1088120.13287862 1054112.80385345 1133568.30143277 1058706.38915019 1112740.31744091 1096057.9870732 1057480.81325067 5844.94939124413
239.16341/2.138 864685.85519405 1192861.74886136 1363351.77644122 968257.40058971 1104367.62250311 955795.056186826 1238683.14822503 944688.379312622 1874827.57666095 882036.032367161 823603.900600751 923291.597833617 1059361.03228699 973315.118421781 1393387.79337928 907394.15217288 1119006.80889692 868291.925018553 1321437.8961678 1922650.01512287 809724.829188643 1438235.19032112 812895.388533624 2234317.05639912 982284.624077075 1474501.28778175 830030.661904855 1100089.93792661 1147651.12045552 1097359.92796484 1140770.8535788 1113643.07398573 1106086.13294003 1131534.56458775 6237.32124089512
117.05786/2.462 427099.065579825 1213411.06567673 2127167.02823348 913132.245550335 852318.191942261 887947.244061236 472276.163747596 1837149.9203679 1718137.31793803 1876374.70811119 1000809.53735404 550404.454960693 946360.305191483 2038257.48740999 431912.755972718 1567178.28734771 1327891.13735345 2129598.18592319 348572.242437378 481122.930123679 524699.648762175 560141.705903524 598808.331097354 981425.494267824 375816.069429212 376628.867432882 1764744.07742757 1071203.04317476 1098697.7714863 1102031.50737285 1130054.64449656 1096206.97828712 1127670.26183455 1047447.85933338 36838.608822416
282.16793/2.994 1071735.5444101 802102.995364627 1809016.40936636 1140114.17016892 1246692.40753148 1203818.13104798 925793.412800143 1689350.7413046 1979275.3078255 992266.175867948 1496334.93631976 991562.250358535 1061587.0179004 918212.325284418 1272369.84654171 1151461.32162874 1092907.6092253 813866.879219038 1494875.10645919 1449373.72744984 742829.8955975 1147073.20219854 850441.110511046 1913475.85792095 890072.718567392 903789.468475885 2072689.17643849 1288071.06971999 1179842.12766876 1354567.40467983 1288113.37222755 1142726.86268372 1289513.53452371 1284616.29341571 350818.25914334
257.19911/4.323 769326.863343037 58872.7110907439 30991.561803501 13946.1588768437 52368.0330366269 8593.45269787932 1150853.90496473 67050.1961130182 47798.1593423909 153492.294780555 25563.8395754607 2086325.61411061 24765.0502549772 34937.7023718654 1028226.45037937 26720.9013986233 98386.6611043433 136308.877814674 1034108.61651226 40746.2002670358 835326.732717834 984444.278191953 758944.886961119 32178.1803001903 926407.052948193 378684.319039069 78859.2459585675 422388.491722932 481148.862877282 357216.614804092 443990.991648369 454360.704957887 421714.289457802 430783.153732632 6983.1479610427
90.04691/4.186 2037078.13005932 16887.2620171624 311824.5330882 19352.7100698308 41766.4772178302 12798.899636203 1599869.67519192 317898.723728796 31209.7182794559 698719.345248142 16543.7461180978 1844197.16216575 79122.4791529003 23506.8203546959 1751405.30904998 96851.2475248265 114211.794599774 551574.465941961 1455380.74803786 28398.1590311101 1713206.79368113 1514501.96205289 2012792.71628861 64655.4859327182 1961500.18261798 2028582.12626488 612347.988772977 796844.015469241 775438.641818525 798991.988692803 781093.290487608 814933.705919413 775881.794890292 789029.821375342 89910.765159622
374.19183/15.797 1265378.93034636 1331868.55291409 1233758.26260582 1092921.82185653 1618121.83254551 1711766.28126137 1724759.59547263 1379219.3742773 828674.434866671 1936246.29280185 1720558.61622752 2015777.9566303 1877495.32636467 1812143.0220886 1540636.27479926 238118.913409548 1125707.02741863 1632216.36652883 1365040.75937833 1136482.93221021 1177031.82039874 1172416.10297406 1117509.51591609 40077.3846953226 981770.792563417 562470.595791058 1056311.5549107 974831.038066376 1138298.17877993 1068280.15004946 983267.960881747 877193.458342961 1208426.09551197 1001249.24153068 20267.1100575122
192.08996/3.575 1080432.91641183 1581002.9585291 1126776.77554388 1224275.67834908 1428084.28539681 1461983.96511322 1377313.15469482 987474.564554272 1115669.08202982 1549116.17633343 2013300.67703307 1463941.79059052 1692157.31846627 1588849.87881453 1193151.2438355 444751.701863478 1302128.06130651 1444803.7876299 1422271.82510353 1255160.48034089 1332198.12944196 1334974.4919661 1189742.95514215 85152.2901204188 1164809.54828947 1055804.03440363 1061507.1648379 1107802.04311278 1140426.36033632 1091681.7315136 1082727.82639046 1099352.25977649 1138862.41167547 1105452.53039083 13754.9542633485
541.3172/12.123 442055.026000195 631537.247441909 520678.119892951 908074.887149701 951364.716319391 832660.390126892 503877.097557913 740865.885810102 272555.245596532 206014.523310369 585332.082306875 682104.841321264 954332.16293352 445048.031946815 727130.494739085 207001.939189464 712758.541808477 611133.46753147 549427.778247304 1355192.03557701 1144737.0513648 581217.944888063 943880.785577263 1834274.0706584 695307.779745043 555360.38918647 234597.494354801 561943.404844623 781212.948786278 783571.394306627 685695.144596534 587353.006350536 571091.602966792 850531.389284705 11909.2157840177
460.20365/1.834 186851.559599687 367404.945510866 1211329.52527824 211470.467869489 395963.22551871 186113.165982487 325677.967162943 876044.0180019 1958886.57095234 184831.877249972 269200.414105729 73065.2718869299 849206.564133952 572083.871473798 101039.517391107 688309.023169345 540555.469899329 181717.516824491 1184971.4684237 1949005.625351 185633.115634257 293571.543579241 17049.3667183289 1426484.68694091 217595.566312075 1080367.11816942 685946.036524457 550155.101771824 610632.651525318 590134.17590132 582654.000727803 601253.600345215 579012.540814386 573605.12190673 4521.53778494403
216.11099/1.374 1693876.26928198 789354.760551021 661021.781387441 694035.434187063 816116.587858329 654676.638394942 1820091.7497901 582533.935233949 1207849.58730226 667249.83078086 331630.249251367 1548900.39846139 618443.417316046 839376.394797759 1356668.43061573 928422.404421192 592428.605868396 485676.507901645 1970634.90494709 1142990.13975186 1523711.28589455 1375359.0072718 1359726.88274688 1090413.54472016 1195817.7903011 1749638.92072744 528801.824197498 1246266.30007286 838696.675661401 965024.5700542 1054867.34903344 935426.758308409 1065247.59077589 1047362.37405097 4442.12362881958
209.04295/1.695 906435.472985277 1389584.15091071 1541723.73434001 1135076.78405242 929041.985433922 1146692.23996535 742919.620583285 1702556.80980634 1187055.6235694 1661370.90902313 1169804.21462969 942244.489993357 1214930.49990186 1627992.10549051 992924.817194805 1525608.83527592 1480533.03399713 1700103.06952528 823317.375955784 746580.346727972 918399.710948818 834348.217089209 894598.83374895 844954.87280166 756831.529006795 759730.490654222 1543416.72667491 1121168.99360245 1185352.6382297 1281821.19324595 1199530.10081396 1166473.7605875 1186497.78961485 1178167.5984467 5487.30100970137
475.2703/11.667 379483.376293662 1280673.18462746 806714.642477731 1420770.21537678 589025.15353915 1400026.59061243 283089.069746172 959256.899584475 635234.776737376 669990.319059023 1703629.01465323 395506.164171694 1620823.3855236 905613.926394178 600700.177011359 759067.910685557 704449.874505777 1204882.72505475 216130.67528201 1167388.28523749 591610.826082118 416869.789903925 508526.080277849 1932778.89789021 388704.124435759 589307.433168873 697115.184657074 868967.804739555 901932.426165298 943610.827191574 903297.666008829 935924.506724043 955920.819672431 820177.09229575 8012.02742000769
189.06379/1.544 697936.250375774 797228.83640812 904334.736436372 1034197.90098588 878322.925248725 1017469.04997021 715801.914170474 627390.017361202 970427.774608045 519311.385524202 689082.486157752 661993.064440673 729005.787986286 620301.331421013 900010.948691052 629522.080845805 795110.928911525 574751.645523955 766519.724527897 1827606.44485479 670741.534511464 875395.316761244 568459.081114273 1679810.5720657 1011279.57589195 866917.056521329 651247.3336516 870180.219270529 713022.066553581 879741.230175773 856171.236213596 844475.409907428 807893.026661256 799730.15531785 19290.8367710691
322.18947/3.919 242016.328672036 459317.442642728 269607.298671193 263432.647902857 371493.077218357 545965.119040515 829560.30488897 547605.625281197 255912.303095957 602552.122913368 1823681.8377318 656682.940392829 478205.001680312 518424.132346939 405232.211729939 28172.9997735151 230745.817030477 685748.727473195 933246.932460329 110580.13617581 419249.295137069 327029.210549172 149743.197210131 6594.22147821802 501425.284798584 348882.336535699 342403.289087015 323946.420303527 318643.97900209 317061.728289985 327557.304814233 331950.947476686 335871.554726554 300815.13148864 5268.29595763368
250.14171/4.45 608963.074141016 388274.162477369 964021.09565279 647808.295662614 889539.871237797 565465.680310723 693466.329286587 975590.689163953 1497211.70746109 370090.079218541 599724.3170639 352092.136950923 647279.571540269 519617.984101375 523664.375011055 654230.854545281 331927.960127675 408953.047403769 920458.488412784 945316.84666709 354518.072624185 658556.136836328 296908.835932775 1705639.64338518 574348.916315126 671839.571356638 323776.522278747 647000.642175822 672854.629368412 658764.805790123 653203.649452761 658149.607457305 641834.638741517 676366.79008418 11581.8880653693
